"","SERIALNO","TRIWALES","POINT","ADDRESS","SOCDONE","INTDATE","STRTIME","FINTIME","INTLEN","INTLEN1","SINTLEN","WTFACTOR","POSTCODE","UACODE","UANAME","CONCODE","CONNAME","WARDCODE","WARDNAME","WELSHSPK","POPDEN","WREADPAP","WHPAPER1","WWHPAPF1","WWHPAPF2","WHPAPER2","WHPAPER3","WHTVFW01","WHTVFW02","WHTVFW03","WHTVFW04","WHTVFW05","WHTVFW06","WHTVFW07","WHTVFW08","WHTVFW09","WHTVFW10","WHTVFW11","BBC1WALE","BBC1OTHR","BBC2","HTVWALES","ITVOTHER","CHANNEL4","S4C","CHANNEL5","SKYNEWS","OTHCHANL","TVNEVER","TVRGNEWS","ELREGON","ELREGW2","POLLINGE","REGISTSR","REFSTUD","PTYTHNK","PTYCLS","IDSTRNG","PARTYID","VOTED","VOTECOD1","VOTECOD2","VOTECOD3","VOTECOD4","VOTECOD5","WHENDECD","VOTE","YVOTCLS","PTYPREF","OTHSPEC8","SCWBRGE","VOTESWC","VOTESWL","DFWNSCW","DFWNGE","COALITIN","COALITW","VOTESYST","CONFEEL","LABFEEL","LDFEEL","PCFEEL","MORGANFM","NATCAPAB","SNHSIESW","SNHSWHSW","EDSTIESW","EDSTWHSW","SLIVIESW","SLIVWHSW","TAXSPEND","BPRIORF1","BPRIORF2","ECPOLICY","EUROREF","GOVTWORK","LOSETCH","VOTEINTR","LOSTCHAM","COOPPAAS","COOPHOC","IMPGSCTP","IMPGWEAS","UKINTNAT","NATINNAT","SRSOCCL1","SRSOCCL2","SRSOCCL","NATCLASS","NATID","IDENT1","IDENT2","IDENT3","FLAGUJ","FLAGNAT","WALEPARL","WALEPAR2","WCONRFVW","WLABRFVW","WLDRFVW","WPCRFVW","VOTESYSW","WALSHIND","INDEPENT","DOESINFL","OUGHINFL","INFL10YR","OUDEFOOD","OUDEBUGR","OUDEBENF","LEAVEUK2","VOICEUK3","SAYINGV3","IMPRVED3","WNANHS","WNAECON2","PREAM","RTXSPD","NLBTXSPD","SWLTXSPD","PCTXSPD","CONTXSPD","LDTXSPD","SCDONE","WLLIVLAN","WELSHDIF","RWELSHSP","RSEX","RAGE","RAGECAT","RSEXAGE","NATIONU1","NATIONU2","NATIONU3","NATIONU4","NATIONU5","NATIONU6","NATIONU7","NATIONU8","NATIONU9","BNATIONU","BESTNATU","RACEORI2","RELIGION","RELIGSUM","FAMRELIG","RLFAMSUM","CHATTEND","RBORN2","RLIVELS2","LIVWASC2","LIVEAREA","TENURE","TENURE2","TENURE5","MARSTAT2","MARSTAT","MARRIED","RECONACT","SECONACT","R2LASTJB","JOB","MAKEDO","TRAIN","R2EMPLYE","R2SUPMN2","R2OCSEC2","R2EMPWRK","EMPMAKE","R2JBHRSI","R2JBHRCL","R2PARTFI","R2ECONPS","R2SEGGP2","R2SOCCL2","INFO","SOC","R2SOC","R2SOC2","RINDEXNO","RES2000","RNSSEC","RSECFLAG","RSEG","RSC","RSOCSTAT","SOC2000","XSOC2000","INDEXNO","ES2000","NSSEC","SECFLAG","SEG5","SC","SOC90","SOCSTATU","ASOC90","R2EMPSTA","R2SIC92","R2SICGP","R2MINGRP","R2SMAJGP","R2MAJGRP","R2SEG2","R2SEG","R2SEGGRP","R2SOCCLS","R2RGCLAS","R2GHCLAS","R2GHGRP","OEMPSTAT","P2LASTJB","JOB2","MAKEDO2","TRAIN2","P2EMPLYE","P2SUPMN2","P2OCSEC2","P2EMPWRK","EMPMAKE2","P2JBHRSI","P2JBHRCL","P2PARTFI","P2ECONPS","P2SEGGP2","P2SOCCL2","INFO2","P2SOC","P2SOC2","P2SOC3","PINDEXNO","PES2000","PNSSEC","PSECFLAG","PSEG","PSC","PSOCSTAT","P2EMPSTA","P2SIC92","P2SICGP","P2MINGRP","P2SMAJGP","P2MAJGRP","P2SEG2","P2SEG","P2SEGGRP","P2SOCCLS","P2RGCLAS","P2GHCLAS","P2GHGRP","OEMPSTA2","UNIONSA2","UNIONSA","MAININC","HHINCOME","SCHQUAL","SCHQFW1","SCHQFW2","SCHQFW3","SCHQFW4","EDQUAL1","EDQUAL2","EDQUAL3","EDQUAL4","PSCHQUAL","PSCHQF01","PSCHQF02","PSCHQF03","PSCHQF04","PSCHQF05","PSCHQF06","PSCHQF07","PSCHQF08","PSCHQF09","PSCHQF10","PSCHQF11","PSCHQF12","PSCHQF13","PSCHQF14","PSCHQF15","PSCHQF16","PSCHQF17","PSCHQF18","PSCHQF19","EDQUAL6","EDQUAL10","EDQUAL11","EDQUAL12","EDQUAL13","EDQUAL14","EDQUAL15","EDQUAL16","EDQUAL17","EDQUAL18","EDQUAL19","EDQUAL20","EDQUAL21","EDQUAL22","EDQUAL23","EDQUAL24","EDQUAL25","EDQUAL26","EDQUAL27","HEDQUAL","INTERNT","WWWUSE","VOTE97","REFVOTEW","VOTSW99C","VOTSW99L","PHONE","PHONEBCK","STABLE","DATEINTD","DATEINTM","DATEINTY","SELFCOMP","INTNO","OUTCOME","UNOUT","TNC","LANGINT","DUNO","DUSEL","PERSNO","PERSSEL","CARDNO01","INTERV01","BATCH01","LANGUAGE","FAIRSHAR","RICHLAW","TUNTNEED","PRIVENT","PUBLCOWN","GOVRESP1","NLBINTWC","NLBINTMC","NLBINTEN","NLBINTSW","NLBINTWL","SWLINTWC","SWLINTMC","SWLINTEN","SWLINTSW","SWLINTWL","NATINTWC","NATINTMC","NATINTEN","NATINTSW","NATINTWL","CONINTWC","CONINTMC","CONINTEN","CONINTSW","CONINTWL","LDWINTWC","LDWINTMC","LDWINTEN","LDWINTSW","LDWINTWL","MAIN","SC2","LEFTRIGH","CONSTPRE","TRIIDS"
"85",715,2,7,15,1,"09072001","16:26:08","17:05:48",39,39,39,1.1128,"LL18","NG","Denbighshire",566,"VALE OF CLWYD CO CONST & ACONST","NGMY","Rhuddlan",13.81743031,268.8838763,1,11,0,0,NA,NA,1,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,2,1,1,NA,NA,NA,NA,NA,4,1,1,NA,"",1,5,1,1,2,2,2,1,2,3,4,2,2,2,2,2,4,1,2,1,3,1,2,4,2,2,2,2,4,3,4,3,2,3,2,1,-1,1,3,1,18,19,1,3,1,3,1,8,3,8,1,1,3,2,1,1,2,4,4,2,1,3,3,3,2,2,1,2,7,9,3,10,4,1,1,4,3,2,62,6,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,7,3,7,3,1,2,1,NA,62,1,1,1,1,1,1,9,9,4,"caretaker","looked after the health visitors and doctors","none",1,3,3,3,"health care",24,3,2,9,5,5,NA,672,672,"6.2.3.2",3416,7,12.2,0,10,4,0,"6.2.3.2",6232,3416,7,12.2,0,10,4,672,0,NA,9,85,14,67,16,6,13,10,6,4,5,10,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,9,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,3,98,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,1,1,5,5,1,1,2,NA,NA,NA,61,2407,51,NA,1,1,1,NA,2,2,1,2407,2386,1,2,3,2,2,1,2,3,2,1,2,3,3,2,2,3,3,2,2,3,2,1,2,2,2,2,2,2,1,2,1,2,1,1,3,3,1
"86",716,2,7,16,1,"03072001","10:00:02","10:53:49",53,53,53,0.5564,"LL18","NG","Denbighshire",566,"VALE OF CLWYD CO CONST & ACONST","NGMA","Bodelwyddan",13.81743031,268.8838763,1,11,0,0,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,0,1,3,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,98,98,8,8,2,2,2,2,2,4,2,8,2,2,2,3,1,2,1,2,1,2,8,8,3,4,4,4,1,3,8,3,2,1,1,-1,1,2,5,14,4,21,2,2,4,3,4,4,4,3,8,2,3,2,1,1,2,2,3,1,1,1,3,3,3,1,6,4,5,5,4,5,1,2,1,3,2,39,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,3,1,3,1,4,3,2,12,12,2,1,2,4,3,2,3,-1,-1,"support staff to a legal team","in court helping the clerk of the court","none",1,3,3,1,"criminal justice system",20,2,2,2,3,3,NA,400,400,"4.1.1.2",4143,7,7.1,0,6,3.1,1,"4.1.1.2",4112,4143,7,7.1,0,6,3.1,400,1,NA,9,75,12,40,10,4,9,6,4,3,3,3,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,7,1,1,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",5,1,1,0,0,0,NA,1,1,2,NA,NA,NA,61,2407,51,NA,2,1,1,NA,1,NA,1,2407,2384,1,4,4,2,3,4,4,2,2,3,3,3,2,2,3,2,2,2,2,3,2,1,2,2,3,2,2,2,2,3,2,2,1,1,3.5,2,3
"87",719,2,7,19,1,"19072001","19:39:15","20:29:26",50,50,50,1.1128,"LL18","NE","Conwy",545,"CLWYD WEST CO CONST & ACONST","NEMW","Kinmel Bay",13.81743031,268.8838763,2,-1,-1,-1,NA,NA,9,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",1,2,2,2,2,1,1,2,3,1,2,2,2,2,3,4,3,4,8,NA,4,2,1,2,1,4,4,2,4,3,3,3,3,3,1,4,2,3,3,1,22,19,9,3,1,3,8,3,3,8,1,2,2,3,2,3,4,2,4,2,3,1,3,1,2,2,1,5,4,4,4,2,6,1,2,3,3,2,20,1,9,1,8,NA,NA,NA,NA,NA,NA,NA,8,8,9,2,2,2,2,6,2,1,NA,17,2,1,2,2,2,1,3,3,-1,"trainer","work with diabled and disadvantage people training them in life skills","mvq  training and development",1,3,1,1,"training providers",35,4,1,1,2,2,NA,391,391,"3.5.6.3",24495,7,4.1,0,5.1,2,1,"3.5.6.3",3563,24495,7,4.1,0,5.1,2,391,1,NA,9,80,13,39,9,3,7,5,3,2,2,2,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,13,1,2,NA,NA,NA,"","","","",1,7,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",2,1,1,0,0,2,2,1,1,2,NA,NA,NA,61,2407,51,NA,3,1,1,NA,2,2,1,2407,2206,1,4,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,4,3,2,2,3,2,2,2,2,2,1,1,2.33333333333333,3,1
"88",801,2,8,1,1,"27062001","20:05:33","20:47:54",42,42,42,1.1128,"LL29","NE","Conwy",545,"CLWYD WEST CO CONST & ACONST","NEMP","Eirias",22.54127522,520.3023856,1,6,0,0,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,97,NA,NA,97,1,NA,NA,NA,NA,NA,1,97,NA,NA,"",NA,98,1,1,4,1,2,2,2,3,3,3,2,8,3,1,8,NA,2,8,3,4,1,5,8,4,2,2,2,2,2,5,4,2,2,4,2,3,3,4,2,9,10,3,3,5,3,5,3,4,1,2,2,3,3,3,2,2,2,3,3,3,3,8,3,2,1,3,6,2,2,6,5,1,4,2,3,1,55,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,2,2,3,1,1,2,4,30,20,1,1,1,1,1,1,3,10,-1,"manageing director","selling retail furniture","none",2,-3,-3,-3,"retail furniture shop",35,4,1,3,1,2,NA,179,179,"1.1.6.3",6152,2,8.1,0,2.1,2,1,"1.1.6.3",1163,6152,2,8.1,0,2.1,2,179,1,NA,2,52,7,17,2,1,3,2,2,2,2,5,3,4,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,8,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,97,1,2,NA,NA,NA,"","","","",1,6,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,1,1,1,2,98,98,1,1,2,NA,NA,NA,61,2406,51,NA,3,1,1,NA,2,2,1,2406,2631,1,5,1,3,1,5,4,3,2,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,3,2,3,3,2,1,1,3.16666666666667,1,3
"89",802,2,8,2,1,"29062001","14:35:50","15:09:32",34,34,34,1.1128,"LL29","NE","Conwy",545,"CLWYD WEST CO CONST & ACONST","NEMP","Eirias",22.54127522,520.3023856,1,2,5,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,0,1,3,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,5,5,2,2,2,3,3,3,3,8,2,4,3,3,3,3,1,2,3,1,5,2,3,2,2,2,3,3,3,3,4,4,2,-1,2,1,3,14,2,21,2,2,5,4,8,8,8,8,1,3,4,2,2,2,2,2,2,3,3,1,3,3,3,1,6,3,3,3,9,9,1,4,2,3,1,38,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,5,3,1,6,2,2,4,4,2,1,2,1,1,1,6,3,1,"assistant manager","supplied building materials to customers//","training within the company",1,2,1,2,"retail sales in construction",40,4,1,7,2,3,NA,430,430,"4.1.5.0",1220,6,6,0,5.2,3.1,0,"4.1.5.0",4150,1220,6,6,0,5.2,3.1,430,0,NA,8,52,7,43,10,4,8,5,3,3,3,2,1,2,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,9,1,2,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,1,2,0,0,0,NA,2,NA,2,NA,NA,NA,61,2406,51,NA,2,1,1,NA,2,1,1,2406,2531,1,5,1,5,9,5,1,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,1,1,2.33333333333333,1,2
"90",805,2,8,5,1,"23062001","13:48:52","14:19:37",31,31,31,1.6692,"LL29","NE","Conwy",545,"CLWYD WEST CO CONST & ACONST","NENL","Rhiw",22.54127522,520.3023856,2,-1,-1,-1,NA,NA,1,5,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,2,2,0,0,NA,0,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,5,5,2,2,2,3,3,3,3,8,2,4,3,5,1,3,1,3,1,3,3,2,4,2,2,2,8,3,3,3,4,8,2,-1,2,3,3,14,19,23,3,3,2,8,1,1,1,1,8,3,3,2,1,2,2,2,2,3,3,3,3,3,3,1,6,6,6,6,6,6,1,3,3,3,2,33,2,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,5,3,1,7,2,1,NA,1,7,4,8,4,3,2,5,-1,2,"CLEANER","clean supermarkets/mop floors/dust shelves//","none",1,3,1,4,"retail super market",15,1,2,7,6,6,NA,958,958,"9.2.3.3",4047,7,13.4,0,11,5,0,"9.2.3.3",9233,4047,7,13.4,0,11,5,958,0,NA,9,52,7,95,22,9,14,11,7,5,6,10,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,5,3,1,2,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,1,2,0,0,0,NA,1,1,2,NA,NA,NA,61,2406,51,NA,1,1,3,2,1,NA,1,2406,1032,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,4,2
"91",806,2,8,6,1,"27062001","19:08:33","19:43:21",35,35,35,3.3384,"LL29","NE","Conwy",545,"CLWYD WEST CO CONST & ACONST","NEMS","Glyn",22.54127522,520.3023856,2,-1,-1,-1,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,1,NA,2,1,1,NA,NA,NA,NA,NA,2,1,2,NA,"",2,98,1,2,2,2,1,2,2,5,3,3,2,3,4,1,2,1,3,1,2,2,3,2,2,2,2,2,4,2,3,3,3,3,2,1,-1,1,1,5,15,5,4,1,3,4,3,4,4,4,3,1,3,3,2,1,1,2,2,3,3,3,1,1,3,3,1,6,4,4,3,7,1,1,1,2,3,1,18,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,9,0,5,3,1,7,2,2,15,15,9,4,10,6,5,4,1,-1,1,"laundrette assistant","washing machines./use the till/occasionaly use the press/take money off customer","none",1,3,1,1,"wash clothes/delivered washing//",12,1,2,10,5,5,NA,673,673,"9.2.3.4",1181,7,13.2,0,10,4,0,"9.2.3.4",9234,1181,7,13.2,0,10,4,673,0,NA,9,93,15,67,16,6,13,10,6,4,5,10,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,11,98,1,3,NA,NA,NA,"","","","",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,2,1,0,0,0,NA,1,1,2,NA,NA,NA,61,2406,51,NA,3,1,2,2,3,3,1,2406,2630,1,3,2,3,3,4,4,2,3,4,2,2,2,3,3,1,1,2,3,4,1,1,3,2,2,2,2,1,3,3,2,2,1,1,3.16666666666667,2,3
"92",809,2,8,9,1,"23062001","14:45:40","12:24:03",-141,999,NA,0.5564,"LL29","NE","Conwy",545,"CLWYD WEST CO CONST & ACONST","NEMP","Eirias",22.54127522,520.3023856,1,1,0,0,NA,NA,1,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,3,1,1,NA,NA,NA,NA,NA,4,3,3,1,"",3,0,NA,8,2,2,2,2,2,5,3,8,8,8,3,8,8,NA,8,NA,2,1,4,1,2,3,3,2,3,8,3,8,8,3,3,4,2,3,3,4,2,17,3,1,3,5,4,8,8,8,8,8,2,4,8,2,2,4,2,2,3,3,3,3,3,3,1,6,5,6,6,4,4,1,3,4,3,2,74,7,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,5,1,3,7,2,2,30,30,1,1,1,5,4,3,9,-1,4,"clerical assistant","secretarial work/ civil service//","shorthand and typing/",1,2,3,8,"agriculture fisheries and food/",40,4,1,9,8,8,NA,400,400,"4.1.1.2",939,6,6,0,5.2,3.1,0,"4.1.1.2",4112,939,6,6,0,5.2,3.1,400,0,NA,8,75,12,40,10,4,20,17,9,9,9,99,9,2,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,2,5,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,2,2,0,NA,1,1,3,NA,NA,NA,61,2406,51,NA,2,1,1,NA,1,NA,1,2406,1031,1,3,3,2,2,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,3.16666666666667,1,3
"93",811,2,8,11,1,"21062001","15:56:32","16:55:12",59,59,59,1.1128,"LL29","NE","Conwy",545,"CLWYD WEST CO CONST & ACONST","NENB","Llysfaen",22.54127522,520.3023856,2,-1,-1,-1,NA,NA,1,2,4,5,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,1,1,NA,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,1,1,8,8,2,2,4,3,3,2,3,4,1,3,1,3,1,2,1,2,2,2,4,2,2,3,2,4,5,3,3,2,4,2,3,1,2,14,19,8,2,2,3,4,8,8,8,8,1,2,3,2,3,1,2,4,4,3,1,3,3,3,2,1,5,3,2,6,5,1,1,2,2,3,2,59,5,13,1,8,NA,NA,NA,NA,NA,NA,NA,8,8,9,3,1,3,1,6,2,1,NA,0,1,1,1,1,1,1,3,9,-1,"proprieters of a business","stock up the shop./help with making cakes/","no",2,-3,-3,-3,"make cakes and bread/and filled rolls/ sell to customers//",24,3,2,4,1,2,NA,179,179,"1.2.3.4",NA,2,8.1,0,2.1,2,NA,"1.2.3.4",1234,NA,2,8.1,0,2.1,2,179,NA,NA,2,52,7,17,2,1,3,2,2,2,2,5,3,4,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,9,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,98,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,1,8,98,98,1,1,2,NA,NA,NA,61,2406,51,NA,1,1,1,NA,2,2,1,2406,1030,1,2,4,2,1,5,2,1,3,2,3,3,1,3,2,3,3,3,3,3,3,3,2,1,3,3,4,2,3,3,3,4,1,1,4,3,1
"94",813,2,8,13,1,"02072001","19:04:42","19:51:02",47,48,47,0.5564,"LL29","NE","Conwy",545,"CLWYD WEST CO CONST & ACONST","NEMP","Eirias",22.54127522,520.3023856,2,-1,-1,-1,NA,NA,4,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,3,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,98,4,8,2,2,1,3,3,2,2,8,2,3,2,4,1,4,1,3,2,4,3,2,4,1,1,1,8,4,8,3,4,3,4,2,3,3,5,4,14,21,3,2,3,4,5,8,8,1,1,3,4,1,1,1,8,2,2,3,3,3,3,3,3,1,3,3,3,4,2,3,1,1,2,3,2,40,3,11,1,2,3,NA,NA,NA,NA,NA,NA,1,1,9,0,5,2,2,7,2,2,28,1,7,4,8,3,3,2,3,-1,-1,"supervisor","  supervise cleaning staff/ clean the classrooms in a school//","training like team leader/ safety courses/first aid/ manual handling//",1,2,1,2,"cleaning contractors.",14,1,2,2,4,4,NA,958,958,"9.2.3.3",4024,6,10,0,8,3.2,0,"9.2.3.3",9233,4024,6,10,0,8,3.2,958,0,NA,8,74,11,95,22,9,11,8,5,3,4,8,4,2,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,5,1,2,NA,NA,NA,"","","","",1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",2,2,1,3,0,0,NA,1,1,2,NA,NA,NA,61,2406,51,NA,5,1,1,NA,1,NA,1,2406,2420,1,4,2,5,4,3,2,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,2,2,2,2,1,1,2,3,3
"95",814,2,8,14,1,"29072001","13:14:43","13:59:56",45,45,45,1.1128,"LL29","NE","Conwy",545,"CLWYD WEST CO CONST & ACONST","NENB","Llysfaen",22.54127522,520.3023856,2,-1,-1,-1,NA,NA,1,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,1,1,2,2,1,5,1,2,3,8,1,2,8,8,NA,2,1,3,1,2,3,2,2,3,4,3,3,2,3,3,3,2,1,-1,1,3,3,21,8,14,1,1,5,4,8,8,8,8,1,2,4,3,3,3,2,4,4,2,1,1,8,2,2,1,1,1,1,1,1,1,1,2,4,3,1,56,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,2,2,2,2,7,2,2,45,15,2,1,2,1,1,1,3,3,-1,"electrical contractor","general electrical contracting /I work for the general public and industrial com","apprenticeship",2,-3,-3,-3,"electrical contracting",70,4,1,3,1,4,NA,521,521,"5.2.4.1",4856,2,8.1,0,2.1,3.2,0,"5.2.4.1",5241,4856,2,8.1,0,2.1,3.2,521,0,NA,2,45,6,52,13,5,3,2,2,3,4,5,3,4,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,97,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,2,8,98,98,1,1,2,NA,NA,NA,61,2406,51,NA,6,1,1,NA,2,1,1,2406,2048,1,1,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2.66666666666667,1,2
